CID0,TOID,CPPO,CPST,CPTX
2327,511,6,143,-b has to make adjustments at the half to win the -g title.
2328,511,6,158,The -# -J turn the game around in time to beat the -$ -K.
2329,511,6,159,The -# -J find a way past -$ -d after trailing at the half.
2330,511,6,152,The -# -J took down the -$ -K.
2331,511,6,289,The -# -J collapse late in the game and -$ -d takes advantage.
2332,511,6,290,The -# -J have a second half to forget against -$ -d.
2333,511,6,294,The -# -J took down the -$ -K.
2334,511,6,172,-b prevents a bad start to -P with a huge comeback.
2335,511,6,173,The -J find a way to win in their season opener.
2336,511,6,177,The -J win their opener.
2337,511,6,179,The -J need OT to win a rematch with -d.
2338,511,6,180,A defensive Game 2 between -b and -d goes to the -J.
2339,511,6,181,The -J light up the scoreboard to win their rematch with -d.
2340,511,6,182,The rematch between the -J and -K goes to -b in a shut out.
2341,511,6,183,The -J use a fantastic late effort to take the rematch with -d.
2342,511,6,184,A strong 2nd half carries -b to victory over -d in their rematch.
2343,511,6,185,The -J win a close one in their rematch with -d.
2344,511,6,186,-b proves to be the better team in their rematch with -d.
2345,511,6,187,The -J beat the tar out of the -K in their 2nd -P match--up.
2346,511,6,188,The -J stroll into -N and take their rematch with -d.
2347,511,6,189,The -K come into -N for a rematch and go home with a loss.
2348,511,6,194,-b pulls off a miraculous -L---M victory over rival -K.
2349,511,6,195,The -J overcome a slow start against the rival -K.
2350,511,6,199,The -J take down rival -d.
2351,511,6,203,The -J battle to a tough -L---M win in -[.
2352,511,6,204,The defense stumbles in -[ but -b still win.
2353,511,6,205,-b destroys -d-" home field advantage.
2354,511,6,206,-b makes -d fall apart in front of their home crowd.
2355,511,6,207,The -J get a tough win in -[ after trailing early.
2356,511,6,208,-b wins a tight one in -[ -L---M.
2357,511,6,209,The -J leave -[ wondering what all the fuss is about.
2358,511,6,210,The -J shut up the -* fans in -[.
2359,511,6,211,The -K are tough to beat in -[ but -b found a way.
2360,511,6,216,-b helps find their game just in time to beat -d.
2361,511,6,217,-b did not flinch after trailing at halftime.
2362,511,6,221,The -J get -; -g win but lose -f for -!.
2363,511,6,230,The -J stay perfect with a fourth--quarter comeback.
2364,511,6,231,The -J play a stellar second half to stay perfect.
2365,511,6,235,The -J must keep the undefeated season alive without -f.
2366,511,6,243,The -J use an incredible fourth--quarter to get past the -K.
2367,511,6,244,The -J overcome early mistakes with a strong second half.
2368,511,6,248,The -J win but -e -f will be on the sidelines for -!.
2369,511,6,266,The -J have a hard time finding their offense in -[.
2370,511,6,267,The -b defense gives the game away in -[.
2371,511,6,268,The -J are embarrassed in -[ by a well--prepared -d quad.
2372,511,6,269,The -J dominate early but -[ got the better of them in the end.
2373,511,6,270,A good start isn't enough for -b to win in -[.
2374,511,6,271,The -J play tough in -[ but lose late.
2375,511,6,272,The -J can't get anything going in -[ and lose to -d.
2376,511,6,273,The -J get spanked to the joy of the -& crowd.
2377,511,6,274,The -J lose on the road in -[.
2378,511,6,275,-d gets the best of -b in -; -& trench fight.
2379,511,6,276,The -b defense stumbles in -[ and -d leaves -N with a win.
2380,511,6,277,-b is the victim of a rare shutout at -[.
2381,511,6,278,The fans at -% get kicked in the gut.
2382,511,6,279,-b shocks the fans in -[ by blowing a fourth quarter lead.
2383,511,6,280,-b lose a tight one.
2384,511,6,281,The -J don't get much advantage from -[.
2385,511,6,282,The -K shut up the -* fans in -[.
2386,511,6,283,The -J are tough to beat in -[
2387,511,6,296,The -J lose a game and -f in the same week.
2388,511,6,284,-t is feeling the heat now that his -b squad is -H.
2389,511,6,321,-b and -) meet again for all the marbles.
2390,511,6,319,-t squares off against his old team this weekend.
2391,511,6,334,The -# -J and -W -| meet again next week in -:.
2392,511,6,322,-t will go up against his old school this weekend.
2393,511,6,344,The -# -J and -W -| meet again next week in -:.
2394,511,6,323,-T will go up against his old school as -# -b takes on -W -).
2395,511,6,325,-T will go up against his old school as -b takes on -).
2396,511,6,349,-f want to prove that -) should have done more to keep him.
2397,511,6,353,The -J and -| meet again in the -g Championship game.
2398,511,6,355,The -J have a tough road ahead as they travel to - .
2399,511,6,355,-b needs to bring their "A" game to -  if they want a win.
2400,511,6,355,-b will soon find out why -  is such a tough place to play.
2401,511,6,355,Can the -J invade -: and leave -  with a victory?
2402,511,6,362,-f-" play is declining and so are his chances for the Heisman.
2403,511,0,363,The arm of -b-" -f has him on the verge of the Heisman race.
2404,511,6,380,-f helps -# -b get -; -L---M against his old teammates at -$ -d.
2405,511,6,385,-b takes over the #1 ranking thanks to an amazing comeback.
2406,511,6,386,The -J are on top after coming back to beat -d.
2407,511,6,396,-b remains on top after an amazing  4th quarter against -d.
2408,511,6,397,A strong second half keeps -b from falling from the top spot.
2409,511,6,401,The -J get to the top of the mountain but lose -f on the way.
2410,511,6,407,-b remains #1 despite a mind--boggling collapse against -d.
2411,511,6,408,The polls forgive the -J for their poor second half against the -K.
2412,511,6,420,Playing loosely with the rules costs -# -b -{ scholarships.
2413,511,6,421,-T needs to tighten his grip on the -# -J.
2414,511,6,448,-b-" -f is enjoying his change of scenery and earns POTW.
2415,511,6,453,-f leads -b to a win in their rematch with -d.
2416,511,6,459,-b-" -f earns POTW honors in a thrilling comeback effort.
2417,511,6,460,-f earns POTW for leading -b to a great 2nd half and a win.
2418,511,6,465,-f lost to his former team but still earns POTW.
2419,511,6,466,-b transfer -f takes home the POTW award despite his team's loss to -d.
2420,511,6,471,-d beats -b in a rematch but -f earns POTW.
2421,511,0,478,-b lost their lead but -p passing yards earns -f POTW.
2422,511,6,487,-T is awarded the Coach of the year for -; -H record.
2423,511,6,492,The -J end -P by winning a rematch with the -K in the -Q.
2424,511,6,493,-T gets -; -Q win against his old team.
2425,511,6,499,-b overcomes a bad first half to win the -Q.
2426,511,6,8,The NCAA comes down hard on -b for repeated violations.
2427,511,6,8,The -J won't be appearing on TV for a long time.
2428,511,6,8,The -J will pay the most severe price for a series of infractions.
2429,511,6,8,-T must learn to live without -{ scholarships for -} seasons.
2430,511,6,8,Numerous violations cost -b -{ scholarships and -} years on TV.
2431,511,6,8,Failing to keep their program clean gets -b the maximum penalty.
2432,511,6,8,-b loses -{ scholarships and TV games as well as bowl games for -} years.
2433,511,6,9,The -# -J look to salvage the season while on sanctions.
2434,511,6,9,The -# -J are put on sanctions for not playing by the rules.
2435,511,6,9,Will players transfer from -b in the wake of new sanctions?
2436,511,6,9,Playing loosely with the rules comes back to haunt -# -b.
2437,511,6,9,An inquiry found -# -b guilty and cost them -} scholarships.
2438,511,6,9,A string of violations puts -# -b in hot water.
2439,511,6,9,-# -b will have -{ fewer scholarships after being reprimanded.
2440,511,6,10,-T tries to stay focused despite an on-going investigation of -b.
2441,511,6,10,The -8 -J are under investigation for possible violations.
2442,511,6,10,Trouble is on the horizon if the -# -J don't clean up their act.
2443,511,6,10,Is -T keeping the -b program above the board?
2444,511,6,10,If -# -b isn't careful they will lose scholarships next year.
2445,511,6,10,An investigation into violations is underway in -E.
2446,511,6,10,-# -b may find themselves on sanctions if they aren't careful.
2447,511,6,11,With -] straight home wins for the -J brings promise to the new season.
2448,511,6,11,The -J have made an intimidating fortress out of -'.
2449,511,6,11,The -J aim to grow the mystique of -% in -P.
2450,511,6,11,Can anyone stop -b in -'?
2451,511,6,11,-b looks to extend it's home unbeaten streak of -] games.
2452,511,6,12,The -J dare dominate with a -; -]--game win streak
2453,511,6,12,The -J have racked up -] straight wins at home.
2454,511,6,12,The -J are unstoppable at home.
2455,511,6,12,Teams expecting to win in -% better bring their "A" game.
2456,511,6,12,Will anyone be able to go into -E and beat the -J?
2457,511,6,13,The -J are ready to extend their home win streak into -P.
2458,511,6,13,Can -b go yet another season without losing in -'?
2459,511,6,13,The -J have an unbelievable home win streak of -] games.
2460,511,6,13,Winning -] in a row at home makes the -J feeling confident.
2461,511,6,14,-b has turned their games at -% into an automatic win.
2462,511,6,14,-b has racked up a ridiculous -]--game win streak in -%.
2463,511,6,14,-b begins the season looking to extend its win streak at -'.
2464,511,6,15,The -J have the home win streak record and are looking for more.
2465,511,6,15,The -J are ready to extend their record streak at home in -P.
2466,511,6,16,Not one player on the -b squad has ever lost a game at home.
2467,511,6,16,A record--breaking home win streak gives the -J a huge advantage.
2468,511,6,17,The fans that pack -% make life easier for the -J.
2469,511,6,17,-' can intimidate even the mightiest of opponents.
2470,511,6,17,No team looks forward to trying to knock off -b at home.
2471,511,6,17,No one wants a piece of -b when they are playing at home.
2472,511,6,17,Any team traveling to -E has their work cut out for them.
2473,511,6,26,The -K upset -b in their rematch.
2474,511,6,26,The second time around with -d proves devastating for -b.
2475,511,6,26,The -J search for answers after dropping a stunner to -K.
2476,511,6,34,The -K pull off a miracle after the -# -J had the game won.
2477,511,6,34,The -# -J are in shock after blowing it against -d.
2478,511,6,34,-d makes a huge comeback to upset -# -b.
2479,511,6,34,-# -b falls apart late and -d pulls off a huge upset.
2480,511,6,35,The -K pull off an epic upset against the -# -J.
2481,511,6,35,The -# -J had the lead but drop a shocker to -d.
2482,511,6,35,The -# -J can't close out the upset--minded -K.
2483,511,6,35,-d made the right adjustments to upset of -# -b.
2484,511,6,43,The -J barely get the better of -K the second time around.
2485,511,6,43,-# -b is able to keep -d at bay and avoid embarrassment.
2486,511,6,44,The -J give -T a present by beating the -K to start -P.
2487,511,6,44,-t starts -P off right by beating the team he used to coach.
2488,511,6,45,The -# -J and -T win a giant battle against -$ -d.
2489,511,6,45,-T is all smiles after his # -J score a big win over -d.
2490,511,6,46,The former coach of -$ -d leads the -# -J past them.
2491,511,6,46,The -# -J and -T show up his old friends at -$ -d.
2492,511,6,46,-t and his new team take down his old one -L---M.
2493,511,6,47,-T watches his -# -J get a big win against the -$ -d.
2494,511,6,47,-T gets a win over his old team as -# -b notch a win.
2495,511,6,47,It was a happy reunion for -T as -# -b take down the -K.
2496,511,6,48,The -J pull off a big upset to lead -T past his old team.
2497,511,6,48,The -$ -d are caught napping by -T and his -J.
2498,511,6,48,-$ -d is upset by -b and their former coach.
2499,511,6,49,-d-" first loss comes at the hands their old coach.
2500,511,6,49,-t watches his old -K fall from the ranks of the undefeated.
2501,511,6,49,-t and the -J prevent the -K from going undefeated.
2502,511,6,50,The -J get a scare from the -K but -T pulls out a victory.
2503,511,6,50,-d almost takes down their old Coach and the -J.
2504,511,6,51,-d is upended by their old Coach and his new squad of -J.
2505,511,6,51,-b upsets their coach's former team.
2506,511,6,52,The -K tried to -T but the -J win a close one.
2507,511,6,52,-t celebrates a thrilling -L---M victory in OT against -d.
2508,511,6,52,-b and -t come out on Top against -d.
2509,511,6,53,The -J get -; -L---M victory over -d in -T-" return to -N.
2510,511,6,53,-T comes back in to -& and walks out with a victory for -b.
2511,511,6,53,-b and -t came into -N firing on all cylinders.
2512,511,6,54,The -J shutout the -K in -T-" return to -N.
2513,511,6,54,-T returns to -& and blanks -d -L---M.
2514,511,6,54,-d fails to score a point against their old Coach and -b.
2515,511,6,55,-T returns to -& and his -J destroy the -K.
2516,511,6,55,-b steamrolls -d and get -t a victory in -N.
2517,511,6,55,-T-" stroll in to -N and leave with a convincing victory.
2518,511,6,56,-t leads -b to a hard--fought victory over the -K.
2519,511,6,56,Points were hard to come by for the -J in their victory.
2520,511,6,56,-b wins a defensive struggle against -T-" former team.
2521,511,6,57,-T knew what to expect from -d and comes out on top.
2522,511,6,57,-T and his -J win an offensive showdown against -d.
2523,511,6,57,Defense was hard to come by as -T gets the best of the -K.
2524,511,6,58,-T makes life difficult for -d and his -J win.
2525,511,6,58,-d can't find the end zone and -T leads the -J to a shutout.
2526,511,6,58,-b leaves -d with a goose egg and get -T -; -L---M win.
2527,511,6,59,-t and the -J finish strong after struggles through three quarters
2528,511,6,59,It looked like -b was headed for a loss until -d collapsed.
2529,511,6,59,-b finally comes to life in the fourth and beats -d.
2530,511,6,60,The -J and -T use a great second--half to down the -K.
2531,511,6,60,-d looked in control early but -T leads -J to the win.
2532,511,6,60,-b was down but -T turned them around to beat the -K.
2533,511,6,61,The -J squeak out a win for -T against the -K
2534,511,6,61,-t wins a close one against his old team.
2535,511,6,61,-b and -t prevail in a hard--fought battle with -d.
2536,511,6,62,The -J make it look easy with -; -L---M victory over the -K.
2537,511,6,62,-t shows his old team he still has it and leads -b to a win.
2538,511,6,62,-b pounds -d to give -t a win against his former team.
2539,511,6,63,The -J make -T look like a genius and steamroll over --d.
2540,511,6,63,The -J didn't let up all game and trounce the -K.
2541,511,6,63,-d licks their wounds after getting pummeled by -t and -b.
2542,511,6,64,The -J and -T roll into -N on a mission and roll out with a win.
2543,511,6,64,-d fails to send their old Coach home with a loss.
2544,511,6,64,-b takes care of -d.
2545,511,6,65,-T is not happy after losing the -b opener to -d.
2546,511,6,65,-d hands their old Coach a loss in the season opener.
2547,511,6,65,-t has a bad beginning to -P and loses to -d in the first week.
2548,511,6,66,The -$ -K win the battle for the top spot against -T.
2549,511,6,66,-T can't get it done in the big game against his former team.
2550,511,6,66,-T and the -# -J come up short against -$ -d.
2551,511,6,67,The -$ -K show -T and the -# -J who the better team is.
2552,511,6,67,The -# -J can't get it done for -T against the -$ -K.
2553,511,6,67,-$ -d doesn't hold back against their former coach.
2554,511,6,68,The -$ -K show -T and the -# -J who the better team is.
2555,511,6,68,-T fails to lead his -# -J past the -$ -K.
2556,511,6,68,The -# -J come up short despite the best efforts of -T.
2557,511,6,69,-b leaves -t scratching his head after pulling off a big upset.
2558,511,6,69,-T gets embarrassed by his old team.
2559,511,6,69,No one expected -d to knock off their old coach and -# -J.
2560,511,6,70,The -J get their first loss of -P at the hands of the -K.
2561,511,6,70,-d show -t there is life after his coaching reign.
2562,511,6,70,-b and -t are knocked from the ranks of the undefeated by -d.
2563,511,6,71,The -J come close to a major upset of -$ -d.
2564,511,6,71,The -J and -T put a scare into the -$ -K.
2565,511,6,71,-b had a chance but -T fails to knock off his old team.
2566,511,6,72,The -K upset the -J -L---M.
2567,511,6,72,The -J and -T are blindsided by -d.
2568,511,6,72,-t gets a surprise from his former team as the -K upset -b.
2569,511,6,73,The -K and -J go to overtime but -T and his new team fail to win.
2570,511,6,73,It came down to the wire but -T can not get it done.
2571,511,6,74,The scoreboard goes crazy in -& for -T-" return.
2572,511,6,74,The -K come out on top of an offensive showdown against -T.
2573,511,6,74,-t comes back to -N and watches -b drop one to the -K.
2574,511,6,74,-T can't get his -J to put up enough points to get past -d.
2575,511,6,75,The -b offense fails to show up for -T in his return to -N.
2576,511,6,75,-d blanks the -J.
2577,511,6,76,The -K stomp all over -b and -T in his return to -N.
2578,511,6,76,-T doesn't have his best coaching day and his -J fall hard.
2579,511,6,76,-b gets hammered by -d in -T-" return to -&.
2580,511,6,77,The -K showed -T they don't need him.
2581,511,6,77,-T doesn't take advantage of a poor offensive showing by -d.
2582,511,6,78,Touchdowns come easy in this game between -K and -T.
2583,511,6,78,-b fails to score enough to get -t a win over -d.
2584,511,6,79,The -J and -T are handed a giant goose egg by -d.
2585,511,6,79,-d shows their old Coach they are a force.
2586,511,6,80,The -K roar back in the fourth to steal one from -T and -b.
2587,511,6,80,-b and -T let their lead evaporate in the 4th and fall to -d.
2588,511,6,80,-b collapses to let -d steal one from their old coach.
2589,511,6,81,-T can't capitalize on a good first half and -d comes back to win.
2590,511,6,81,-t watches his -J blow a first half lead to the -K.
2591,511,6,81,-d let their old Coach win the first half but win the game.
2592,511,6,82,The -K win a thriller against -T and the -J
2593,511,6,82,The -J lose a heartbreaker for -T against the -K.
2594,511,6,82,-d gets satisfaction from a hard--fought win over their old coach.
2595,511,6,83,The -J and -T are embarrassed by the -K -L---M.
2596,511,6,83,-d shows that life goes on without -t with an easy win.
2597,511,6,83,-b can't get it done for -T against the -K.
2598,511,6,84,The -J and -T are humiliated by his old team
2599,511,6,84,-d show -T they don't miss him destroying the -J.
2600,511,6,84,-T doesn't do anything right and suffers a painful defeat.
2601,511,6,85,The -K aren't happy to see -T come back to -&.
2602,511,6,85,-t fails to lead his -J past his old team.
2603,511,6,85,-d takes care of -b in -T-" return to -&.
2604,511,6,86,The -J help -f show up his old school.
2605,511,6,86,-f shows -d they lost something good when he transferred.
2606,511,6,93,The -K collapse in the fourth and -# -b survives an scare.
2607,511,6,93,The -J let a giant opportunity slip through their fingers.
2608,511,6,93,The -# -J turn it on just in time to prevent an upset.
2609,511,6,93,-d watch their hopes of an upset disappear against -b.
2610,511,6,93,-# -b had it's back to the wall but keeps -d from an upset.
2611,511,6,94,The -K give up too much in the second half to upset -# -b.
2612,511,6,94,The -K can't hold off the -# -J in the second half.
2613,511,6,94,The -J prove to be too much for -d in the second half.
2614,511,6,94,The -J start slow but come around in time to avoid the upset.
2615,511,6,94,The -K had upset on their minds but -# -b was too much to handle.
2616,511,6,95,The -# -J lose -f to -Z in a tough battle to avoid an upset.
2617,511,6,95,-e -f goes down for -! As the -# -J barely squeak by -d.
2618,511,6,95,-# -b struggles to get past -d and lose -f for -!.
2619,511,6,102,-b wins the battle of the best in a rematch with -d.
2620,511,6,110,The -K collapse late and -b takes advantage.
2621,511,6,110,-d watches the #1 ranking slip away against -b.
2622,511,6,110,-# -b storms back to beat -$ -d in a battle of two titans.
2623,511,6,111,-d lets a great start go to waste as -b comes back to win.
2624,511,6,111,-d fails to keep their lead and -b moves in to the Top spot.
2625,511,6,111,A slow start can't keep the -# -J from taking down -$ -d.
2626,511,6,115,-f goes down -! in a -b victory over -d.
2627,511,6,115,-b wins a big one but loses -f for -!.
2628,511,6,115,-f injures his -@ in -b-" win over -d and will miss -!.
2629,511,6,115,-b wins the battle of the best but lose -f to -Z.
2630,511,6,120,The rematch between -# -b and -$ -d goes to the -J
2631,511,6,120,The -$ -K and -# -J meet again and -b prevails.
2632,511,6,120,The -# -J win their rematch with -$ -d.
2633,511,6,128,-$ -d collapses in the fourth and -# -b survives a close one.
2634,511,6,128,A huge fourth--quarter effort propels the -# -J past -$ -d.
2635,511,6,128,A crazy fourth quarter gives the -# -J a big win.
2636,511,6,128,-# -b pulls victory from the jaws of defeat against -$ -d.
2637,511,6,129,-# -b comes up big in the 2nd half to beat the -$ -K.
2638,511,6,129,-# -b finds a groove against -$ -d.
2639,511,6,129,A slow start can't keep the -# -J from taking down -$ -d.
2640,511,6,129,-# -b battles back against -$ -d and escapes with a win.
2641,511,6,133,The -# -J beat -$ -d but -f will be sidelined for -!.
2642,511,6,133,A big win for -# -b helps ease the pain of losing -f for -!.
2643,511,6,133,-# -b beats -$ -d helps ease the pain of losing -f for -!.
2644,511,6,142,The -J turn it on late to claim the -g crown.
2645,511,6,142,-b takes advantage of a late collapse by -d to win the -g.
2646,511,6,143,-b starts out flat but finishes strong against -d to win the -g.
2647,511,6,143,The -J needed a comeback to win the -g title game.
2648,511,6,149,The rematch between -# -b and -$ -d goes to the -J.
2649,511,6,149,The -$ -K and -# -J meet again and -b prevails.
2650,511,6,149,The -# -J win their rematch with -$ -d.
2651,511,6,149,-# -b gets the better of the -$ -K the 2nd time around.
2652,511,6,158,The -$ -K collapse in the fourth and -# -b survives a scare.
2653,511,6,158,A huge fourth--quarter effort propels the -# -J past -$ -d.
2654,511,6,158,A horrible fourth for -$ -d results in a win for -# -b.
2655,511,6,158,-# -b pulls victory from the jaws of defeat against -$ -d.
2656,511,6,159,-# -b comes up big in the second half to earn a big win.
2657,511,6,159,-# -b finds a groove against -$ -d.
2658,511,6,159,A slow start can't keep the -# -J from taking down -$ -d.
2659,511,6,159,-# -b battles back against -$ -d and escapes with a win.
2660,511,6,152,The -# -J beat -$ -d.
2661,511,6,152,A win for -# -b helps to ease the pain of losing -f for -!.
2662,511,6,152,-f injures his -@ against -$ -d in a -b victory.
2663,511,6,289,The -# -J controls the game but the -$ -K win.
2664,511,6,289,-# -b looks for answers after letting -$ -d storm back.
2665,511,6,289,-# -b watches certain victory get snatched away by -$ -d.
2666,511,6,289,-# -b had the lead late in the game
2667,511,6,290,The -$ -K come up big in the 2nd half to hand -# -b a loss.
2668,511,6,290,The -# -J stumble in the second half and lose to -$ -d.
2669,511,6,290,A slow start can't keep the -$ -K from taking down -# -b.
2670,511,6,290,-$ -d are helped to a win by a horrible 2nd half by -# -b.
2671,511,6,294,The -# -J beat -$ -d but -f will be sidelined for -!.
2672,511,6,294,A win for -# -b helps to ease the pain of losing -f for -!.
2673,511,6,294,-f injured his -@ in -# -b-" win over -$ -d.
2674,511,6,172,-b takes advantage of -d-" collapse to start -P with a win.
2675,511,6,172,-b avoids an 0--1 start by storming back against -K.
2676,511,6,172,An incredible fourth gives -b a season--opening win over -d.
2677,511,6,173,-b barely manages to pull out a win to start the season.
2678,511,6,173,A great second half keeps the -J from starting the season 0--1.
2679,511,6,177,-b-" season--opening win costs them -f for -!.
2680,511,6,177,-b lost -f to -; -Z but start off the season with a win.
2681,511,6,179,The -J and -K meet again and -b wins -L---M in OT.
2682,511,6,179,-b is taken to overtime but wins their rematch with -d.
2683,511,6,180,The -J win a low--scoring affair in their rematch with -d.
2684,511,6,180,-b and -d meet again and the -J come out on top.
2685,511,6,181,The -J rely on their offense to carry them to victory over -d.
2686,511,6,181,-b outlasts -d in their second meeting.
2687,511,6,182,The -J shut down -d-" defense to take Game 2
2688,511,6,182,-b blanks -d in the second meeting of -P between the schools.
2689,511,6,183,The -J prevail despite -K dominating the rematch.
2690,511,6,183,A collapse by -d gives the rematch to the -J.
2691,511,6,184,The -K fail to keep their lead in a rematch with -b.
2692,511,6,184,-b comes from behind to win their 2nd game of -P over -d.
2693,511,6,185,The -J win a close second meeting with -d
2694,511,6,185,The -J barely edge out -d in their rematch.
2695,511,6,186,It was smooth sailing for -b in their rematch with -d.
2696,511,6,186,-b uses their rematch with the -K to prove a point.
2697,511,6,187,The rematch between the -J and -K goes all -b-" way.
2698,511,6,187,-b has -d-" number and dominated their rematch.
2699,511,6,188,The -J go on the road and beat -d again.
2700,511,6,188,-b leaves -& with a victory in their rematch with -d.
2701,511,6,189,The rematch sees the -J send the -K home with loss.
2702,511,6,189,-& hosts a Game 2 victory for -b over -d.
2703,511,6,194,-d had their rival against a wall.
2704,511,6,194,-b takes advantage of rival -d-" late collapse.
2705,511,6,195,-d starts off hot against rival -b but lose the lead.
2706,511,6,195,-b refuses to lose to the rival -K.
2707,511,6,199,A win over rival -d helps the -J ease the pain of losing -f.
2708,511,6,199,-b beats the rival -K but -f goes down with injury.
2709,511,6,203,-b relies on their defense to get a tough road win over -d.
2710,511,6,203,-[ fails to intimidate the -b defense.
2711,511,6,203,The -b defense overcomes the intensity of -[.
2712,511,6,203,-b still wins despite their offense not showing up in -[.
2713,511,6,203,The -b defense finds a way to overcome the crowd at -&.
2714,511,6,204,The -J win a barn--burner in -[.
2715,511,6,204,The -b offense refuses to be intimidated by -[.
2716,511,6,204,-b hands -d -; -L---M loss in their own backyard.
2717,511,6,204,-b suprisingly beats -d.
2718,511,6,204,-b wins on the road at -N.
2719,511,6,205,-b blanks the -K in -[.
2720,511,6,205,-b keeps -d from scoring a single point on their own turf.
2721,511,6,205,-b doesn't find -& so tough after rolling over -d.
2722,511,6,205,-J pitch a shut out at -[.
2723,511,6,205,The -J make a mockery of the home field advantage at -[.
2724,511,6,206,The -J take three quarters to figure out how to play in -[.
2725,511,6,206,-b rallies late and leave -N with an incredible victory.
2726,511,6,206,The -J cause a rare -d collapse at -&.
2727,511,6,206,The -J come from out of nowhere and hand -d a loss at home.
2728,511,6,206,-b refuses to lose as the -K unravel late.
2729,511,6,207,-d allows -b to leave -& as the victors.
2730,511,6,207,-b fights back to hand a loss to -d in their own house.
2731,511,6,207,The -J falter early in -[ but turn it around.
2732,511,6,207,The -J find a way to come back against in -[.
2733,511,6,207,Fans in -& were happy for a half but are furious in the second.
2734,511,6,208,The -J barely overcome the tough crowd in -[.
2735,511,6,208,-b refuses to let -[ crowd get to them.
2736,511,6,208,The -J find out just how tough it is to win at -[.
2737,511,6,208,-b invades -[ and barely wins a tough battle.
2738,511,6,208,The -J edge out -d despite the -* fans in -[.
2739,511,6,209,-b has an easier time than most in -[
2740,511,6,209,The magic of -[ doesn't affect the -J.
2741,511,6,209,-b wins big in -N.
2742,511,6,209,-d gets clobbered in their own house by -b.
2743,511,6,209,A dominant performance by the -J in -N.
2744,511,6,210,-b dresses down the -K in front of their home crowd.
2745,511,6,210,-b absolutely crushes -d in their own house.
2746,511,6,210,-b begs to differ about -[ being a tough place to play.
2747,511,6,210,-b fails to be intimidated by the crowd in -[.
2748,511,6,210,The -J travel to -[ and deliver a severe beat down to -d.
2749,511,6,211,-b leaves -& with a victory in front of -* strong.
2750,511,6,211,The -J get a win on the road in -N.
2751,511,6,211,-J traveled to -[ and win a big one on the road.
2752,511,6,211,-b takes home a victory from -N.
2753,511,6,211,-d are unsuccessful defending their turf against -b.
2754,511,6,216,-b (-H) storms back against -g rival -d.
2755,511,6,216,-b pulls a rabbit out of the hat.
2756,511,6,216,-b improves to -I in the -g after -d falls apart.
2757,511,6,217,-b (-H) holds -g rival -d at bay in the 2nd half.
2758,511,6,217,-b makes adjustments to beat -g rival -d.
2759,511,6,217,The -J come back against -c to improve to -I in the -g.
2760,511,6,221,-b-" -f injures his -@ in a win over -g foe -d.
2761,511,6,221,The -J will be without star -f for -!.
2762,511,6,221,-b beats -g rival -d but loses -f for -!.
2763,511,6,230,-b stays undefeated with an amazing comeback.
2764,511,6,230,-b stays unblemished thanks to -d-" collapse.
2765,511,6,230,-J pull off a miracle on the verge of their first loss.
2766,511,6,231,-b keeps an unblemished record despite trailing at the half.
2767,511,6,231,The -K start strong but can not keep up with the undefeated -J.
2768,511,6,231,-b stays out of the loss column with a comeback over the -K.
2769,511,6,235,-b loses a big reason they are undefeated as -f goes down.
2770,511,6,235,-e -f injures his -@ in the undefeated -J win.
2771,511,6,235,Can -b stay undefeated with -e -f out for at least -!?
2772,511,6,241,The -J now hold the record for consecutive wins at home.
2773,511,6,243,-b erases three embarrassing quarters to overcome -d
2774,511,6,243,The -K fall to pieces and -b sneaks away with a victory.
2775,511,6,243,-b pulls off an incredible comeback to steal a win from -d.
2776,511,6,244,The -K can't hold their lead over -b and the -J prevail.
2777,511,6,244,-b stumbles out of the gate but pull out a W.
2778,511,6,244,-d trips up in the second half and the -J run past them.
2779,511,6,248,-b will be without -f for -! due to an injured -@.
2780,511,6,248,-b beats -d but lose -f for -! with -Z.
2781,511,6,248,-E -f will be out for -!after injuring his -@ against -d.
2782,511,6,260,The -J let their perfect season slip away.
2783,511,6,260,-b gets their first loss after a disastrous fourth quarter.
2784,511,6,260,-d comes back late to give -b their first loss of -P.
2785,511,6,261,A bad second half leads to the first -b loss of -P.
2786,511,6,261,The -J fail to keep their lead and are handed their first loss.
2787,511,6,261,The -J blow a lead and lose their first game this year.
2788,511,6,266,The defense played tough for -d but they still lose in -N.
2789,511,6,266,-[ proves to be too much for the -J offense.
2790,511,6,266,The -J drop a defensive battle to -d.
2791,511,6,266,The -b offense gives the -* fans in -[ a reason to cheer.
2792,511,6,266,-d defends its turf in a trench fight with the -J.
2793,511,6,267,A wild one in -[ sees the -J lose.
2794,511,6,267,The -& scoreboard lights but -b can't finish the job.
2795,511,6,267,-b moves the ball well in -[ in an unfortunate loss.
2796,511,6,267,The -J fail to keep up with the -K in -[.
2797,511,6,267,-d defends it's turf in a shoot out with the -J.
2798,511,6,268,-K shut out -b at home.
2799,511,6,268,The -K hand a goose egg to -b in front of -* people in -[.
2800,511,6,268,-b can't find the end zone in their own stadium.
2801,511,6,268,The fans in -[ wonder why the -J even bothered to show up.
2802,511,6,268,The -J forget where the end zone is at -&.
2803,511,6,269,A crazy fourth quarter in -[ sees -b collapse.
2804,511,6,269,-b falls to pieces and let -d escape -[ with a win.
2805,511,6,269,-b allows a rare and unexpected late comeback in -&.
2806,511,6,269,The -J blow a late lead in front of -* fans in -[.
