HID0,TOID,CPST,HTXT
2977,511,490,Bowl--a--rama!
2978,511,490,Crystal Ball Gazing
2979,511,490,The Bowl Picture
2980,511,490,On the Move!
2981,511,490,Who's Playing Who?
2,9,0,War Eagle!
3,27,0,Swamp Thing!
4,28,0,Seminole Uprising!
5,35,0,Oskee--Wow--Wow!
6,36,0,Hoosier Daddy?
7,39,0,Rock Chalk Jayhawk!
8,40,0,Gone Wild!
9,49,0,The Perfect Storm!
10,58,0,Husker Power!
11,63,0,Leader of the Pack!
12,71,0,Boomer Sooner!
13,72,0,Orange Power!
14,76,0,We Are!
15,78,0,Boil 'Er Up!
16,92,0,Hook 'Em!
17,99,0,Mighty Bruin!
18,107,0,Wahoo--wah!
19,114,0,U--Rah--Rah!
20,511,0,Ready to Shine
21,511,0,It's That Time...
22,511,0,One to Watch
23,511,0,The Key Man
24,511,0,Difference Maker!
25,511,0,Big Man on Campus
26,511,0,Who's the Man?
27,511,0,The Main Ingredient
28,511,0,"-b-"" Answer"
29,511,0,-e!
30,511,0,"-b-"" Mr. Everything!"
31,511,0,Oh So Special...
32,511,0,Greatness!
33,511,0,Up to the Challenge!
34,6,1,Wooooo Pig Sooie!
35,22,1,Stampede!
36,30,1,Between the Hedges!
37,31,1,Ramblin' Wreck!
38,37,1,On Iowa!
39,38,1,Red and Gold!
40,42,1,On On UK!
41,51,1,Go Blue!
42,52,1,Go Green!
43,55,1,Hail State!
44,58,1,Go Big Red!
45,68,1,Luck of the Irish!
46,70,1,Holy Buckeye!
47,77,1,Hail to Pitt!
48,94,1,Fight Raiders Fight!
49,108,1,Tech Triumph!
50,112,1,Hail West Virginia!
51,511,1,Running Wild!
52,511,1,Chug Chug
53,511,1,The Ground Game
54,511,1,Carrying the Load
55,511,1,-P Outlook
56,511,1,Ground Attack!
57,511,1,Run -e Run!
58,511,1,On the Ground
59,511,1,Ground Attack!
60,511,1,The Power Set!
61,511,1,Keeping It Simple
62,511,1,Grinding It Out!
63,511,1,Between the Trenches!
64,5,2,Maroon and Gold!
65,21,2,Tigers Roar!
66,24,2,Blue and White!
67,45,2,Geaux Tigers!
68,54,2,Rah...Rah...Rah!
69,56,2,Mizzou...Rah!
70,62,2,Rah Rah Carolina!
71,63,2,Go Pack!
72,67,2,Go Cats!
73,71,2,Rah...Oklahoma!
74,73,2,Hotty Totty!
75,74,2,Quack Attack!
76,76,2,Happy Valley High
77,91,2,Rocky Top Rockin'!
78,102,2,Conquest!
79,111,2,All Hail!
80,511,2,Airing It Out
81,511,2,Hitting the Airwaves
82,511,2,"-b-"" Year?"
83,511,2,Heart and Soul
84,511,2,Pass Happy
85,511,2,Look to the Sky
86,511,2,The Passing Game
87,511,2,Passing Attack!
88,511,2,Watch Out. Defense!
89,511,2,Focus on Passing
90,511,2,Slingin' It!
91,511,2,Simple Pitch and Catch
92,511,2,Attack Mode
93,4,3,Bear Down!
94,11,3,Sic 'Em Bears!
95,27,3,Gatorbait!
96,28,3,Fear the Spear!
97,29,3,Hunker Down!
98,47,3,Fear the Turtle!
99,49,3,Hurricane Season!
100,70,3,Killer Nuts!
101,84,3,Go Carolina!
102,88,3,Orange Crush!
103,91,3,Sic 'Em Smokey!
104,92,3,Texas Fight!
105,93,3,Gig 'Em Aggies!
106,109,3,Go Deacs Go!
107,110,3,Bow Down!
108,511,3,Tough as Nails
109,511,3,"-b-"" Stronghold"
110,511,3,Dominating!
111,511,3,The Magnificent 11
112,511,3,Looking for a Fight!
113,511,3,Ready for a Rumble
114,511,3,Getting Defensive!
115,511,3,The D in Domination!
116,511,3,Shut Down D!
117,511,3,Devastating D!
118,511,3,Stellar Defense
119,511,3,Shutting 'em Down...
120,511,4,Keeping It Alive
121,511,4,The Winning Addiction
122,511,4,-Y and Counting...
123,511,4,Maintaining Focus
124,511,4,Perfect Again?
125,511,4,How do they do it?
126,511,5,Rolling...
127,511,5,Unstoppable?
128,511,5,The Streak Continues
129,511,5,Staying Unblemished
130,511,6,Will They Ever Lose?
131,511,6,Can Anyone Stop Them?
132,511,6,Unstoppable?
133,511,6,Amazing!
134,511,6,Best of the Best
135,511,6,The Best Team Ever?
136,511,6,The wins keep on coming
137,511,7,The Streak Lives
138,511,7,100 and Counting!
139,511,7,Will They Win Forever?
140,511,7,Great Expectations
141,511,7,Perfect Again?
142,511,8,Say It Ain't So!
143,511,8,Capital Punishment
144,511,8,Class Dismissed
145,511,8,Time to Pay the Piper
146,511,8,Dark Days Ahead
147,511,8,The Hammer Drops!
148,511,8,Laying down the Law
149,3,9,Caught Red--Handed
150,58,9,Caught Red--Handed
151,71,9,Caught Red--Handed
152,94,9,Caught Red--Handed
153,511,9,-J Caught Cheating!
154,511,9,Fall from Grace
155,511,9,Guilty!
156,511,9,Scandal in -E
157,511,9,Busted!
158,511,9,Punishment Handed Down!
159,511,10,Feeling the Heat
160,511,10,Trouble Ahead?
161,511,10,Awaiting a Verdict
162,511,10,Pushing the Envelope
163,511,10,Under the Microscope
164,511,10,Sanctions Ahead?
165,511,10,Probing for Violations
166,9,11,Welcome to the Jungle
167,31,11,Home Wreckers
168,58,11,Seaing Red
169,74,11,Autzen Masters
170,93,11,12th Man Advantage
171,511,11,On a Tear
172,511,11,Homefield Security
173,511,11,Who's Next?
174,511,11,Home Cookin'
175,511,11,No Place Like Home
176,34,12,Dome Field Advantage
177,54,12,Dome Field Advantage
535,511,63,Beat Down!
536,511,63,No Letting Up
537,511,63,Merciless!
538,511,63,Foot to the Pedal!
539,511,63,Sending a Message?
540,511,64,Happy Return
541,511,64,Unwelcome Reunion
542,511,64,Old Friend. New Enemy.
543,511,65,Bad Start
544,511,65,That's Gotta Hurt
545,511,65,No Love Lost
546,511,65,Dashed Hopes
547,511,66,Tough One to Take
548,511,66,Titanic Battle
549,511,66,Battle of the Best
550,511,66,Emotionally Drained!
551,511,67,Difficult Defeat
552,511,67,Outdone
553,511,67,Bummer!
554,511,67,Bad Break
555,511,68,Dissappointing Day
556,511,68,Tough Pill to Swallow
557,511,68,-J Defeat Old Coach
558,511,68,Tough Break!
559,511,69,Take That!
560,511,69,Brutal Reunion
561,511,69,Upset Special
562,511,69,Reunion Gone Bad
563,511,70,Blemished!
564,511,70,One to Forget
565,511,70,No Longer Perfect
566,511,71,Almost a Disaster
567,511,71,By the Skin of Their Teeth
568,511,71,Surviving a Scare
569,511,72,Didn't See It Coming
570,511,72,Painful!
571,511,72,The Mighty Have Fallen
572,511,73,Coming Up Short
573,511,73,Fierce Battle
574,511,73,Close. But Not Enough
575,511,74,Not a Warm Welcome Back
576,511,74,Familiar Foe
577,511,74,High Score
578,511,75,Returning Empty--Handed
579,511,75,And Stay Out!
580,511,75,Hostile Homecoming
581,511,76,And Stay Out!
582,511,76,Crushed!
583,511,76,No Room for Doubt
584,511,77,Points at a Premium
585,511,77,Trench Fight!
586,511,77,No Offense
587,511,78,The Defense Rests
588,511,78,Lightin' it Up!
589,511,78,Points Aplenty
590,511,79,Blanked!
591,511,79,Goose Egg!
592,511,79,Zilch. Zero. Nada.
593,511,80,Apart at the Seams
594,511,80,One that Got Away
595,511,80,What Happened?
596,511,81,Slipped Away
597,511,81,Missed Opportunity
598,511,81,Giving One Away
599,511,82,Down to the Wire!
600,511,82,Close Shave
601,511,82,Coming Up Short
602,511,83,Trounced!
603,511,83,Clear and Convincing
604,511,83,Horse Whipping
605,511,84,Ouch!
606,511,84,Grudge Match
607,511,84,Take That!
608,511,85,Somber Homecoming
609,511,85,Not Welcomed Back
610,511,85,Unwelcome Return
611,511,85,And Stay Out!
612,511,86,Remember Me?
613,511,86,Making 'em Pay!
614,511,86,Should've Kept Him
615,511,86,Sweet Revenge!
616,3,87,Roll Tide!
617,4,87,Bear Down!
618,11,87,Sic 'Em Bears!
619,21,87,Tigers Roar!
620,24,87,Blue and White!
621,36,87,Hoosier Daddy?
622,37,87,Hawks Fly High!
623,45,87,Geaux Tigers!
624,49,87,Raising 'Cane!
625,511,87,Whew!
626,511,87,Narrow Scrape
627,511,87,Rivals Collide
628,511,87,-J Triumph!
629,511,87,Great Escape
630,511,87,Lucky This Time!
631,55,88,Hail State!
632,511,88,Still Perfect
633,511,88,Flawless!
634,511,88,Squeezed Through
635,511,88,-J Hold Tight
636,511,88,Sigh of Relief
637,511,88,Take a Breath
638,511,89,The Great Escape!
639,511,89,Streak Squeaker!
640,511,89,-J Still rolling
641,511,89,The Winning Continues
642,511,89,Rolling On...
643,511,89,And the streak continues
644,511,90,Wake Up Call!
645,511,90,On the Ropes!
646,511,90,Hanging On
647,511,90,Taking It to Overtime
648,511,90,Warning Shot
649,511,90,Surviving a Scare
650,511,91,Defense Saves the Day
651,511,91,Shutting Them Down
652,511,91,Down to the D
653,511,91,D--D--Defense!
654,511,91,It’s all about the D
655,511,91,Close Encounter
656,511,91,Last Line of Defense
657,511,91,Defensive Struggle
658,511,91,Defense Saves the Day
659,511,91,Defense! Defense!
660,511,92,Where's the D?
661,511,92,Wild West Shootout
662,511,92,Football Flurry!
663,511,92,-J Light 'Em Up
664,511,92,Bombs Away!
665,511,92,They Scored Again!
666,511,92,The D Takes a Day Off
667,511,93,Avoiding Disaster
668,511,93,Clutch!
669,511,93,Saved Game
670,511,94,Bullet Dodged
671,511,94,Near the Brink
672,511,94,-J Comeback!
673,511,95,Scary Win. Tough Loss.
674,511,95,Down?and Out?
675,511,95,Good News/Bad News
676,511,96,Snatch and Run!
677,511,96,Close Call
678,511,96,A Narrow Escape!
679,511,96,-J Steal One
680,511,96,Key Road Win
681,511,96,A Win's a Win
682,511,96,Take a Breath
683,5,97,Squeaker in The Desert!
684,45,97,Death Valley Silenced
685,91,97,Rocky Top Relieved
686,511,97,Wake Up -b!
687,511,97,Sigh of Relief...
688,511,97,Escape
689,511,97,Escaping the Upset
690,511,97,-J Avoid Upset
691,511,97,Whew! Close Call
692,511,97,No Style Points
693,511,98,Survival of the Fittest
694,511,98,Right From the Start
695,511,98,Smooth Start
696,511,98,Big First Win
697,511,98,Starting out Right
698,511,98,The Butterflies are Gone
699,511,98,-b Passes First Test
700,511,99,Above The Rest!
701,511,99,-b Tops -d
702,511,99,Still Undefeated
703,511,99,Staying Perfect
704,511,99,The Winning Way
705,511,99,Convincing Win
706,511,99,-b Remains Undefeated
707,58,100,Go Big Red!
708,511,100,Simply The Best!
709,511,100,Out to the Woodshed
710,511,100,Spanked!
